"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","phylum","phylum_no","class","class_no","order","order_no","family","family_no","genus","genus_no","subgenus_no","abund_value","abund_unit","collection_name","collection_subset","collection_aka","lng","lat","cc","state","county","latlng_basis","latlng_precision","geogscale","geogcomments","paleomodel","geoplate","paleoage","paleolng","paleolat","formation","stratgroup","member","formation","stratgroup","member","stratscale","zone","localsection","localbed","localbedunit","localorder","regionalsection","regionalbed","regionalbedunit","regionalorder","stratcomments","lithdescript","lithology1","lithification1","minor_lithology1","lithology2","lithification2","minor_lithology2","environment","primary_reference","created","modified","updated","time_bins","time_contain","time_major","time_buffer","time_overlap"
"812370","occ","","","89289","Cypraea labrolineata","species","343016","recombined as","Erosaria labrolineata","species","343013","Late Pleistocene","","0.129","0.0117","29953","Mollusca","7805","Gastropoda","8304","Sorbeoconcha","62297","Cypraeidae","60047","Erosaria","9825","","","","Kahe Point, Oahu","22975","Reef 3255","-158.116669","21.350000","US","Hawaii","","based on nearby landmark","minutes","outcrop","SW coast of Oahu","gplates","not computable using this model","mid","","","Waimanalo","","","Waimanalo","","","group of beds","","","","","","","","","","~119 ka, last interglacial","limestones and conglomerates","""limestone""","","","","","","reef, buildup or bioherm","S. Kosuge. 1969. Fossil mollusks of Oahu, Hawaii Islands. Bulletin of the National Science Museum 12(4):783-794","2009-05-14 06:10:00","2009-05-14 08:10:00","","Late Pleistocene","Late Pleistocene","Late Pleistocene","Late Pleistocene","Late Pleistocene"
"812371","occ","","","89289","Cypraea maculifera","species","147498","recombined as","Mauritia maculifera","species","147498","Late Pleistocene","","0.129","0.0117","29953","Mollusca","7805","Gastropoda","8304","Sorbeoconcha","62297","Cypraeidae","60047","Mauritia","10102","","","","Kahe Point, Oahu","22975","Reef 3255","-158.116669","21.350000","US","Hawaii","","based on nearby landmark","minutes","outcrop","SW coast of Oahu","gplates","not computable using this model","mid","","","Waimanalo","","","Waimanalo","","","group of beds","","","","","","","","","","~119 ka, last interglacial","limestones and conglomerates","""limestone""","","","","","","reef, buildup or bioherm","S. Kosuge. 1969. Fossil mollusks of Oahu, Hawaii Islands. Bulletin of the National Science Museum 12(4):783-794","2009-05-14 06:10:00","2009-05-14 08:10:00","","Late Pleistocene","Late Pleistocene","Late Pleistocene","Late Pleistocene","Late Pleistocene"
"812420","occ","","","89290","Cypraea caputserpentis","species","147494","recombined as","Cypraea (Erosaria) caputserpentis","species","147494","Late Pleistocene","","0.129","0.0117","29953","Mollusca","7805","Gastropoda","8304","Sorbeoconcha","62297","Cypraeidae","60047","Erosaria","9825","","","","Kahuku Point, Oahu","22975","Reef 3969","-157.983337","21.700001","US","Hawaii","","based on nearby landmark","minutes","outcrop","N coast of Oahu","gplates","not computable using this model","mid","","","Waimanalo","","","Waimanalo","","","group of beds","","","","","","","","","","121-113 ka, last interglacial","limestones and conglomerates","""limestone""","","","","","","reef, buildup or bioherm","S. Kosuge. 1969. Fossil mollusks of Oahu, Hawaii Islands. Bulletin of the National Science Museum 12(4):783-794","2009-05-14 06:50:31","2009-05-14 08:50:31","","Late Pleistocene","Late Pleistocene","Late Pleistocene","Late Pleistocene","Late Pleistocene"
"812421","occ","","","89290","Cypraea cicercula","species","170606","recombined as","Pustularia cicercula","species","170606","Late Pleistocene","","0.129","0.0117","29953","Mollusca","7805","Gastropoda","8304","Sorbeoconcha","62297","Cypraeidae","60047","Pustularia","10386","","","","Kahuku Point, Oahu","22975","Reef 3969","-157.983337","21.700001","US","Hawaii","","based on nearby landmark","minutes","outcrop","N coast of Oahu","gplates","not computable using this model","mid","","","Waimanalo","","","Waimanalo","","","group of beds","","","","","","","","","","121-113 ka, last interglacial","limestones and conglomerates","""limestone""","","","","","","reef, buildup or bioherm","S. Kosuge. 1969. Fossil mollusks of Oahu, Hawaii Islands. Bulletin of the National Science Museum 12(4):783-794","2009-05-14 06:50:31","2009-05-14 08:50:31","","Late Pleistocene","Late Pleistocene","Late Pleistocene","Late Pleistocene","Late Pleistocene"
"812422","occ","","","89290","Cypraea granulata","species","147496","recombined as","Nucleolaria granulata","species","147496","Late Pleistocene","","0.129","0.0117","29953","Mollusca","7805","Gastropoda","8304","Sorbeoconcha","62297","Cypraeidae","60047","Nucleolaria","61421","","","","Kahuku Point, Oahu","22975","Reef 3969","-157.983337","21.700001","US","Hawaii","","based on nearby landmark","minutes","outcrop","N coast of Oahu","gplates","not computable using this model","mid","","","Waimanalo","","","Waimanalo","","","group of beds","","","","","","","","","","121-113 ka, last interglacial","limestones and conglomerates","""limestone""","","","","","","reef, buildup or bioherm","S. Kosuge. 1969. Fossil mollusks of Oahu, Hawaii Islands. Bulletin of the National Science Museum 12(4):783-794","2009-05-14 06:50:31","2009-05-14 08:50:31","","Late Pleistocene","Late Pleistocene","Late Pleistocene","Late Pleistocene","Late Pleistocene"
"812423","occ","","","89290","Cypraea helvola","species","60034","recombined as","Cypraea (Erosaria) helvola","species","60034","Late Pleistocene","","0.129","0.0117","29953","Mollusca","7805","Gastropoda","8304","Sorbeoconcha","62297","Cypraeidae","60047","Erosaria","9825","","","","Kahuku Point, Oahu","22975","Reef 3969","-157.983337","21.700001","US","Hawaii","","based on nearby landmark","minutes","outcrop","N coast of Oahu","gplates","not computable using this model","mid","","","Waimanalo","","","Waimanalo","","","group of beds","","","","","","","","","","121-113 ka, last interglacial","limestones and conglomerates","""limestone""","","","","","","reef, buildup or bioherm","S. Kosuge. 1969. Fossil mollusks of Oahu, Hawaii Islands. Bulletin of the National Science Museum 12(4):783-794","2009-05-14 06:50:31","2009-05-14 08:50:31","","Late Pleistocene","Late Pleistocene","Late Pleistocene","Late Pleistocene","Late Pleistocene"
"812424","occ","","","89290","Cypraea isabella","species","60036","recombined as","Luria isabella","species","60036","Late Pleistocene","","0.129","0.0117","29953","Mollusca","7805","Gastropoda","8304","Sorbeoconcha","62297","Cypraeidae","60047","Luria","115679","","","","Kahuku Point, Oahu","22975","Reef 3969","-157.983337","21.700001","US","Hawaii","","based on nearby landmark","minutes","outcrop","N coast of Oahu","gplates","not computable using this model","mid","","","Waimanalo","","","Waimanalo","","","group of beds","","","","","","","","","","121-113 ka, last interglacial","limestones and conglomerates","""limestone""","","","","","","reef, buildup or bioherm","S. Kosuge. 1969. Fossil mollusks of Oahu, Hawaii Islands. Bulletin of the National Science Museum 12(4):783-794","2009-05-14 06:50:31","2009-05-14 08:50:31","","Late Pleistocene","Late Pleistocene","Late Pleistocene","Late Pleistocene","Late Pleistocene"
"812461","occ","","","89292","Cypraea caputserpentis","species","147494","recombined as","Cypraea (Erosaria) caputserpentis","species","147494","Late Pleistocene","","0.129","0.0117","29953","Mollusca","7805","Gastropoda","8304","Sorbeoconcha","62297","Cypraeidae","60047","Erosaria","9825","","","","Kaena Point, Oahu","22975","Reef 3970","-158.266663","21.566668","US","Hawaii","","based on nearby landmark","minutes","outcrop","E of Kaena Point, NW coast of Oahu","gplates","not computable using this model","mid","","","Waimanalo","","","Waimanalo","","","group of beds","","","","","","","","","","127-115 ka, last interglacial","limestones and conglomerates","""limestone""","","","","","","reef, buildup or bioherm","S. Kosuge. 1969. Fossil mollusks of Oahu, Hawaii Islands. Bulletin of the National Science Museum 12(4):783-794","2009-05-14 07:13:30","2009-05-14 09:13:30","","Late Pleistocene","Late Pleistocene","Late Pleistocene","Late Pleistocene","Late Pleistocene"
"812462","occ","","","89292","Cypraea granulata","species","147496","recombined as","Nucleolaria granulata","species","147496","Late Pleistocene","","0.129","0.0117","29953","Mollusca","7805","Gastropoda","8304","Sorbeoconcha","62297","Cypraeidae","60047","Nucleolaria","61421","","","","Kaena Point, Oahu","22975","Reef 3970","-158.266663","21.566668","US","Hawaii","","based on nearby landmark","minutes","outcrop","E of Kaena Point, NW coast of Oahu","gplates","not computable using this model","mid","","","Waimanalo","","","Waimanalo","","","group of beds","","","","","","","","","","127-115 ka, last interglacial","limestones and conglomerates","""limestone""","","","","","","reef, buildup or bioherm","S. Kosuge. 1969. Fossil mollusks of Oahu, Hawaii Islands. Bulletin of the National Science Museum 12(4):783-794","2009-05-14 07:13:30","2009-05-14 09:13:30","","Late Pleistocene","Late Pleistocene","Late Pleistocene","Late Pleistocene","Late Pleistocene"
"812463","occ","","","89292","Cypraea helvola","species","60034","recombined as","Cypraea (Erosaria) helvola","species","60034","Late Pleistocene","","0.129","0.0117","29953","Mollusca","7805","Gastropoda","8304","Sorbeoconcha","62297","Cypraeidae","60047","Erosaria","9825","","","","Kaena Point, Oahu","22975","Reef 3970","-158.266663","21.566668","US","Hawaii","","based on nearby landmark","minutes","outcrop","E of Kaena Point, NW coast of Oahu","gplates","not computable using this model","mid","","","Waimanalo","","","Waimanalo","","","group of beds","","","","","","","","","","127-115 ka, last interglacial","limestones and conglomerates","""limestone""","","","","","","reef, buildup or bioherm","S. Kosuge. 1969. Fossil mollusks of Oahu, Hawaii Islands. Bulletin of the National Science Museum 12(4):783-794","2009-05-14 07:13:30","2009-05-14 09:13:30","","Late Pleistocene","Late Pleistocene","Late Pleistocene","Late Pleistocene","Late Pleistocene"
"812464","occ","","","89292","Cypraea isabella","species","60036","recombined as","Luria isabella","species","60036","Late Pleistocene","","0.129","0.0117","29953","Mollusca","7805","Gastropoda","8304","Sorbeoconcha","62297","Cypraeidae","60047","Luria","115679","","","","Kaena Point, Oahu","22975","Reef 3970","-158.266663","21.566668","US","Hawaii","","based on nearby landmark","minutes","outcrop","E of Kaena Point, NW coast of Oahu","gplates","not computable using this model","mid","","","Waimanalo","","","Waimanalo","","","group of beds","","","","","","","","","","127-115 ka, last interglacial","limestones and conglomerates","""limestone""","","","","","","reef, buildup or bioherm","S. Kosuge. 1969. Fossil mollusks of Oahu, Hawaii Islands. Bulletin of the National Science Museum 12(4):783-794","2009-05-14 07:13:30","2009-05-14 09:13:30","","Late Pleistocene","Late Pleistocene","Late Pleistocene","Late Pleistocene","Late Pleistocene"
"812465","occ","","","89292","Cypraea maculifera","species","147498","recombined as","Mauritia maculifera","species","147498","Late Pleistocene","","0.129","0.0117","29953","Mollusca","7805","Gastropoda","8304","Sorbeoconcha","62297","Cypraeidae","60047","Mauritia","10102","","","","Kaena Point, Oahu","22975","Reef 3970","-158.266663","21.566668","US","Hawaii","","based on nearby landmark","minutes","outcrop","E of Kaena Point, NW coast of Oahu","gplates","not computable using this model","mid","","","Waimanalo","","","Waimanalo","","","group of beds","","","","","","","","","","127-115 ka, last interglacial","limestones and conglomerates","""limestone""","","","","","","reef, buildup or bioherm","S. Kosuge. 1969. Fossil mollusks of Oahu, Hawaii Islands. Bulletin of the National Science Museum 12(4):783-794","2009-05-14 07:13:30","2009-05-14 09:13:30","","Late Pleistocene","Late Pleistocene","Late Pleistocene","Late Pleistocene","Late Pleistocene"
"812466","occ","","","89292","Cypraea teres","species","170596","recombined as","Talostolida teres","species","170596","Late Pleistocene","","0.129","0.0117","29953","Mollusca","7805","Gastropoda","8304","Sorbeoconcha","62297","Cypraeidae","60047","Talostolida","116221","","","","Kaena Point, Oahu","22975","Reef 3970","-158.266663","21.566668","US","Hawaii","","based on nearby landmark","minutes","outcrop","E of Kaena Point, NW coast of Oahu","gplates","not computable using this model","mid","","","Waimanalo","","","Waimanalo","","","group of beds","","","","","","","","","","127-115 ka, last interglacial","limestones and conglomerates","""limestone""","","","","","","reef, buildup or bioherm","S. Kosuge. 1969. Fossil mollusks of Oahu, Hawaii Islands. Bulletin of the National Science Museum 12(4):783-794","2009-05-14 07:13:30","2009-05-14 09:13:30","","Late Pleistocene","Late Pleistocene","Late Pleistocene","Late Pleistocene","Late Pleistocene"
"812548","occ","","","89294","Cypraea caputserpentis","species","147494","recombined as","Cypraea (Erosaria) caputserpentis","species","147494","Middle Pleistocene","Late Pleistocene","0.774","0.0117","29953","Mollusca","7805","Gastropoda","8304","Sorbeoconcha","62297","Cypraeidae","60047","Erosaria","9825","","","","Mokapu Point, Oahu","22975","Reef 3971","-157.716660","21.450001","US","Hawaii","","based on nearby landmark","minutes","outcrop","SE coast of Oahu","gplates","not computable using this model","mid","","","Waimanalo","","","Waimanalo","","","group of beds","","","","","","","","","","age of 134-119 ka at Alala Point (S of Mokapu) and 121-113 ka at Kahuku Point (N of Mokapu)","limestones and conglomerates","""limestone""","","","","","","reef, buildup or bioherm","S. Kosuge. 1969. Fossil mollusks of Oahu, Hawaii Islands. Bulletin of the National Science Museum 12(4):783-794","2009-05-15 00:12:56","2009-05-15 02:12:56","","Chibanian","-","Chibanian","Chibanian, Late Pleistocene","Chibanian, Late Pleistocene"
"812549","occ","","","89294","Cypraea carneola","species","60026","recombined as","Lyncina carneola","species","60026","Middle Pleistocene","Late Pleistocene","0.774","0.0117","29953","Mollusca","7805","Gastropoda","8304","Sorbeoconcha","62297","Cypraeidae","60047","Lyncina","115692","","","","Mokapu Point, Oahu","22975","Reef 3971","-157.716660","21.450001","US","Hawaii","","based on nearby landmark","minutes","outcrop","SE coast of Oahu","gplates","not computable using this model","mid","","","Waimanalo","","","Waimanalo","","","group of beds","","","","","","","","","","age of 134-119 ka at Alala Point (S of Mokapu) and 121-113 ka at Kahuku Point (N of Mokapu)","limestones and conglomerates","""limestone""","","","","","","reef, buildup or bioherm","S. Kosuge. 1969. Fossil mollusks of Oahu, Hawaii Islands. Bulletin of the National Science Museum 12(4):783-794","2009-05-15 00:12:56","2009-05-15 02:12:56","","Chibanian","-","Chibanian","Chibanian, Late Pleistocene","Chibanian, Late Pleistocene"
"812550","occ","","","89294","Cypraea cicercula","species","170606","recombined as","Pustularia cicercula","species","170606","Middle Pleistocene","Late Pleistocene","0.774","0.0117","29953","Mollusca","7805","Gastropoda","8304","Sorbeoconcha","62297","Cypraeidae","60047","Pustularia","10386","","","","Mokapu Point, Oahu","22975","Reef 3971","-157.716660","21.450001","US","Hawaii","","based on nearby landmark","minutes","outcrop","SE coast of Oahu","gplates","not computable using this model","mid","","","Waimanalo","","","Waimanalo","","","group of beds","","","","","","","","","","age of 134-119 ka at Alala Point (S of Mokapu) and 121-113 ka at Kahuku Point (N of Mokapu)","limestones and conglomerates","""limestone""","","","","","","reef, buildup or bioherm","S. Kosuge. 1969. Fossil mollusks of Oahu, Hawaii Islands. Bulletin of the National Science Museum 12(4):783-794","2009-05-15 00:12:56","2009-05-15 02:12:56","","Chibanian","-","Chibanian","Chibanian, Late Pleistocene","Chibanian, Late Pleistocene"
"812551","occ","","","89294","Cypraea erosa","species","60031","recombined as","Naria erosa","species","60031","Middle Pleistocene","Late Pleistocene","0.774","0.0117","29953","Mollusca","7805","Gastropoda","8304","Sorbeoconcha","62297","Cypraeidae","60047","Naria","371455","","","","Mokapu Point, Oahu","22975","Reef 3971","-157.716660","21.450001","US","Hawaii","","based on nearby landmark","minutes","outcrop","SE coast of Oahu","gplates","not computable using this model","mid","","","Waimanalo","","","Waimanalo","","","group of beds","","","","","","","","","","age of 134-119 ka at Alala Point (S of Mokapu) and 121-113 ka at Kahuku Point (N of Mokapu)","limestones and conglomerates","""limestone""","","","","","","reef, buildup or bioherm","S. Kosuge. 1969. Fossil mollusks of Oahu, Hawaii Islands. Bulletin of the National Science Museum 12(4):783-794","2009-05-15 00:12:56","2009-05-15 02:12:56","","Chibanian","-","Chibanian","Chibanian, Late Pleistocene","Chibanian, Late Pleistocene"
"812552","occ","","","89294","Cypraea fimbriata","species","170601","recombined as","Cypraea (Purpuradusta) fimbriata","species","170601","Middle Pleistocene","Late Pleistocene","0.774","0.0117","29953","Mollusca","7805","Gastropoda","8304","Sorbeoconcha","62297","Cypraeidae","60047","Purpuradusta","10382","","","","Mokapu Point, Oahu","22975","Reef 3971","-157.716660","21.450001","US","Hawaii","","based on nearby landmark","minutes","outcrop","SE coast of Oahu","gplates","not computable using this model","mid","","","Waimanalo","","","Waimanalo","","","group of beds","","","","","","","","","","age of 134-119 ka at Alala Point (S of Mokapu) and 121-113 ka at Kahuku Point (N of Mokapu)","limestones and conglomerates","""limestone""","","","","","","reef, buildup or bioherm","S. Kosuge. 1969. Fossil mollusks of Oahu, Hawaii Islands. Bulletin of the National Science Museum 12(4):783-794","2009-05-15 00:12:56","2009-05-15 02:12:56","","Chibanian","-","Chibanian","Chibanian, Late Pleistocene","Chibanian, Late Pleistocene"
"812553","occ","","","89294","Cypraea gaskoini","species","342872","recombined as","Cribrarula gaskoini","species","342872","Middle Pleistocene","Late Pleistocene","0.774","0.0117","29953","Mollusca","7805","Gastropoda","8304","Sorbeoconcha","62297","Cypraeidae","60047","Cribrarula","335301","","","","Mokapu Point, Oahu","22975","Reef 3971","-157.716660","21.450001","US","Hawaii","","based on nearby landmark","minutes","outcrop","SE coast of Oahu","gplates","not computable using this model","mid","","","Waimanalo","","","Waimanalo","","","group of beds","","","","","","","","","","age of 134-119 ka at Alala Point (S of Mokapu) and 121-113 ka at Kahuku Point (N of Mokapu)","limestones and conglomerates","""limestone""","","","","","","reef, buildup or bioherm","S. Kosuge. 1969. Fossil mollusks of Oahu, Hawaii Islands. Bulletin of the National Science Museum 12(4):783-794","2009-05-15 00:12:56","2009-05-15 02:12:56","","Chibanian","-","Chibanian","Chibanian, Late Pleistocene","Chibanian, Late Pleistocene"
"812554","occ","","","89294","Cypraea granulata","species","147496","recombined as","Nucleolaria granulata","species","147496","Middle Pleistocene","Late Pleistocene","0.774","0.0117","29953","Mollusca","7805","Gastropoda","8304","Sorbeoconcha","62297","Cypraeidae","60047","Nucleolaria","61421","","","","Mokapu Point, Oahu","22975","Reef 3971","-157.716660","21.450001","US","Hawaii","","based on nearby landmark","minutes","outcrop","SE coast of Oahu","gplates","not computable using this model","mid","","","Waimanalo","","","Waimanalo","","","group of beds","","","","","","","","","","age of 134-119 ka at Alala Point (S of Mokapu) and 121-113 ka at Kahuku Point (N of Mokapu)","limestones and conglomerates","""limestone""","","","","","","reef, buildup or bioherm","S. Kosuge. 1969. Fossil mollusks of Oahu, Hawaii Islands. Bulletin of the National Science Museum 12(4):783-794","2009-05-15 00:12:56","2009-05-15 02:12:56","","Chibanian","-","Chibanian","Chibanian, Late Pleistocene","Chibanian, Late Pleistocene"
"812555","occ","","","89294","Cypraea helvola","species","60034","recombined as","Cypraea (Erosaria) helvola","species","60034","Middle Pleistocene","Late Pleistocene","0.774","0.0117","29953","Mollusca","7805","Gastropoda","8304","Sorbeoconcha","62297","Cypraeidae","60047","Erosaria","9825","","","","Mokapu Point, Oahu","22975","Reef 3971","-157.716660","21.450001","US","Hawaii","","based on nearby landmark","minutes","outcrop","SE coast of Oahu","gplates","not computable using this model","mid","","","Waimanalo","","","Waimanalo","","","group of beds","","","","","","","","","","age of 134-119 ka at Alala Point (S of Mokapu) and 121-113 ka at Kahuku Point (N of Mokapu)","limestones and conglomerates","""limestone""","","","","","","reef, buildup or bioherm","S. Kosuge. 1969. Fossil mollusks of Oahu, Hawaii Islands. Bulletin of the National Science Museum 12(4):783-794","2009-05-15 00:12:56","2009-05-15 02:12:56","","Chibanian","-","Chibanian","Chibanian, Late Pleistocene","Chibanian, Late Pleistocene"
"812556","occ","","","89294","Cypraea isabella","species","60036","recombined as","Luria isabella","species","60036","Middle Pleistocene","Late Pleistocene","0.774","0.0117","29953","Mollusca","7805","Gastropoda","8304","Sorbeoconcha","62297","Cypraeidae","60047","Luria","115679","","","","Mokapu Point, Oahu","22975","Reef 3971","-157.716660","21.450001","US","Hawaii","","based on nearby landmark","minutes","outcrop","SE coast of Oahu","gplates","not computable using this model","mid","","","Waimanalo","","","Waimanalo","","","group of beds","","","","","","","","","","age of 134-119 ka at Alala Point (S of Mokapu) and 121-113 ka at Kahuku Point (N of Mokapu)","limestones and conglomerates","""limestone""","","","","","","reef, buildup or bioherm","S. Kosuge. 1969. Fossil mollusks of Oahu, Hawaii Islands. Bulletin of the National Science Museum 12(4):783-794","2009-05-15 00:19:11","2009-05-15 02:19:11","","Chibanian","-","Chibanian","Chibanian, Late Pleistocene","Chibanian, Late Pleistocene"
"812557","occ","","","89294","Cypraea leviathan","species","343009","recombined as","Lyncina leviathan","species","343007","Middle Pleistocene","Late Pleistocene","0.774","0.0117","29953","Mollusca","7805","Gastropoda","8304","Sorbeoconcha","62297","Cypraeidae","60047","Lyncina","115692","","","","Mokapu Point, Oahu","22975","Reef 3971","-157.716660","21.450001","US","Hawaii","","based on nearby landmark","minutes","outcrop","SE coast of Oahu","gplates","not computable using this model","mid","","","Waimanalo","","","Waimanalo","","","group of beds","","","","","","","","","","age of 134-119 ka at Alala Point (S of Mokapu) and 121-113 ka at Kahuku Point (N of Mokapu)","limestones and conglomerates","""limestone""","","","","","","reef, buildup or bioherm","S. Kosuge. 1969. Fossil mollusks of Oahu, Hawaii Islands. Bulletin of the National Science Museum 12(4):783-794","2009-05-15 00:19:11","2009-05-15 02:19:11","","Chibanian","-","Chibanian","Chibanian, Late Pleistocene","Chibanian, Late Pleistocene"
"812558","occ","","","89294","Cypraea maculifera","species","147498","recombined as","Mauritia maculifera","species","147498","Middle Pleistocene","Late Pleistocene","0.774","0.0117","29953","Mollusca","7805","Gastropoda","8304","Sorbeoconcha","62297","Cypraeidae","60047","Mauritia","10102","","","","Mokapu Point, Oahu","22975","Reef 3971","-157.716660","21.450001","US","Hawaii","","based on nearby landmark","minutes","outcrop","SE coast of Oahu","gplates","not computable using this model","mid","","","Waimanalo","","","Waimanalo","","","group of beds","","","","","","","","","","age of 134-119 ka at Alala Point (S of Mokapu) and 121-113 ka at Kahuku Point (N of Mokapu)","limestones and conglomerates","""limestone""","","","","","","reef, buildup or bioherm","S. Kosuge. 1969. Fossil mollusks of Oahu, Hawaii Islands. Bulletin of the National Science Museum 12(4):783-794","2009-05-15 00:19:11","2009-05-15 02:19:11","","Chibanian","-","Chibanian","Chibanian, Late Pleistocene","Chibanian, Late Pleistocene"
"812559","occ","","","89294","Cypraea schilderorum","species","338756","obsolete variant of","Cypraea (Lyncina) schilderorum","species","338756","Middle Pleistocene","Late Pleistocene","0.774","0.0117","29953","Mollusca","7805","Gastropoda","8304","Sorbeoconcha","62297","Cypraeidae","60047","Lyncina","115692","","","","Mokapu Point, Oahu","22975","Reef 3971","-157.716660","21.450001","US","Hawaii","","based on nearby landmark","minutes","outcrop","SE coast of Oahu","gplates","not computable using this model","mid","","","Waimanalo","","","Waimanalo","","","group of beds","","","","","","","","","","age of 134-119 ka at Alala Point (S of Mokapu) and 121-113 ka at Kahuku Point (N of Mokapu)","limestones and conglomerates","""limestone""","","","","","","reef, buildup or bioherm","S. Kosuge. 1969. Fossil mollusks of Oahu, Hawaii Islands. Bulletin of the National Science Museum 12(4):783-794","2009-05-15 00:19:11","2009-05-15 02:19:11","","Chibanian","-","Chibanian","Chibanian, Late Pleistocene","Chibanian, Late Pleistocene"
"812560","occ","","","89294","Cypraea talpa","species","342289","recombined as","Talparia talpa","species","342289","Middle Pleistocene","Late Pleistocene","0.774","0.0117","29953","Mollusca","7805","Gastropoda","8304","Sorbeoconcha","62297","Cypraeidae","60047","Talparia","10545","","","","Mokapu Point, Oahu","22975","Reef 3971","-157.716660","21.450001","US","Hawaii","","based on nearby landmark","minutes","outcrop","SE coast of Oahu","gplates","not computable using this model","mid","","","Waimanalo","","","Waimanalo","","","group of beds","","","","","","","","","","age of 134-119 ka at Alala Point (S of Mokapu) and 121-113 ka at Kahuku Point (N of Mokapu)","limestones and conglomerates","""limestone""","","","","","","reef, buildup or bioherm","S. Kosuge. 1969. Fossil mollusks of Oahu, Hawaii Islands. Bulletin of the National Science Museum 12(4):783-794","2009-05-15 00:19:11","2009-05-15 02:19:11","","Chibanian","-","Chibanian","Chibanian, Late Pleistocene","Chibanian, Late Pleistocene"
"812561","occ","","","89294","Cypraea teres","species","170596","recombined as","Talostolida teres","species","170596","Middle Pleistocene","Late Pleistocene","0.774","0.0117","29953","Mollusca","7805","Gastropoda","8304","Sorbeoconcha","62297","Cypraeidae","60047","Talostolida","116221","","","","Mokapu Point, Oahu","22975","Reef 3971","-157.716660","21.450001","US","Hawaii","","based on nearby landmark","minutes","outcrop","SE coast of Oahu","gplates","not computable using this model","mid","","","Waimanalo","","","Waimanalo","","","group of beds","","","","","","","","","","age of 134-119 ka at Alala Point (S of Mokapu) and 121-113 ka at Kahuku Point (N of Mokapu)","limestones and conglomerates","""limestone""","","","","","","reef, buildup or bioherm","S. Kosuge. 1969. Fossil mollusks of Oahu, Hawaii Islands. Bulletin of the National Science Museum 12(4):783-794","2009-05-15 00:19:11","2009-05-15 02:19:11","","Chibanian","-","Chibanian","Chibanian, Late Pleistocene","Chibanian, Late Pleistocene"
"812562","occ","","","89294","Cypraea tessellata","species","335343","recombined as","Luria tessellata","species","335343","Middle Pleistocene","Late Pleistocene","0.774","0.0117","29953","Mollusca","7805","Gastropoda","8304","Sorbeoconcha","62297","Cypraeidae","60047","Luria","115679","","","","Mokapu Point, Oahu","22975","Reef 3971","-157.716660","21.450001","US","Hawaii","","based on nearby landmark","minutes","outcrop","SE coast of Oahu","gplates","not computable using this model","mid","","","Waimanalo","","","Waimanalo","","","group of beds","","","","","","","","","","age of 134-119 ka at Alala Point (S of Mokapu) and 121-113 ka at Kahuku Point (N of Mokapu)","limestones and conglomerates","""limestone""","","","","","","reef, buildup or bioherm","S. Kosuge. 1969. Fossil mollusks of Oahu, Hawaii Islands. Bulletin of the National Science Museum 12(4):783-794","2009-05-15 00:19:11","2009-05-15 02:19:11","","Chibanian","-","Chibanian","Chibanian, Late Pleistocene","Chibanian, Late Pleistocene"
"812664","occ","","","89299","Cypraea caputserpentis","species","147494","recombined as","Cypraea (Erosaria) caputserpentis","species","147494","Middle Pleistocene","Late Pleistocene","0.774","0.0117","29953","Mollusca","7805","Gastropoda","8304","Sorbeoconcha","62297","Cypraeidae","60047","Erosaria","9825","","","","Hahaione Valley, Oahu","22975","Reef 3971","-157.699997","21.283333","US","Hawaii","","based on nearby landmark","minutes","outcrop","SE coast of Oahu","gplates","not computable using this model","mid","","","Waimanalo","","","Waimanalo","","","group of beds","","","","","","","","","","age from coral samples 134-113 ka","limestones and conglomerates","""limestone""","","","","","","reef, buildup or bioherm","S. Kosuge. 1969. Fossil mollusks of Oahu, Hawaii Islands. Bulletin of the National Science Museum 12(4):783-794","2009-05-15 01:55:57","2009-05-15 03:55:57","","Chibanian","-","Chibanian","Chibanian, Late Pleistocene","Chibanian, Late Pleistocene"
"812665","occ","","","89299","Cypraea carneola","species","60026","recombined as","Lyncina carneola","species","60026","Middle Pleistocene","Late Pleistocene","0.774","0.0117","29953","Mollusca","7805","Gastropoda","8304","Sorbeoconcha","62297","Cypraeidae","60047","Lyncina","115692","","","","Hahaione Valley, Oahu","22975","Reef 3971","-157.699997","21.283333","US","Hawaii","","based on nearby landmark","minutes","outcrop","SE coast of Oahu","gplates","not computable using this model","mid","","","Waimanalo","","","Waimanalo","","","group of beds","","","","","","","","","","age from coral samples 134-113 ka","limestones and conglomerates","""limestone""","","","","","","reef, buildup or bioherm","S. Kosuge. 1969. Fossil mollusks of Oahu, Hawaii Islands. Bulletin of the National Science Museum 12(4):783-794","2009-05-15 01:55:57","2009-05-15 03:55:57","","Chibanian","-","Chibanian","Chibanian, Late Pleistocene","Chibanian, Late Pleistocene"
